CustomerID,Recency,Frequency,Monetary,Cluster
12437.0,1,199,4951.41,0
12438.0,13,97,2586.85,0
12441.0,366,11,173.55,1
12442.0,2,12,172.06,0
12444.0,20,173,4165.46,0
12445.0,21,4,133.4,0
12446.0,57,57,1002.3100000000001,0
12447.0,242,26,476.49,1
12448.0,43,22,449.45,0
12449.0,21,191,4067.29,0
12450.0,155,8,197.88,1
12451.0,10,353,8790.72,0
12452.0,16,22,430.57,0
12453.0,133,43,707.09,0
12454.0,55,7,1009.0,0
12455.0,72,90,2466.86,0
12456.0,43,124,2901.04,0
12457.0,65,62,2363.23,0
12458.0,70,38,947.4,0
12461.0,93,35,826.88,0
12462.0,18,62,1189.59,0
12463.0,52,83,1344.78,0
12464.0,9,29,1212.05,0
12465.0,16,47,742.1899999999999,0
12468.0,187,38,729.5400000000001,1
12471.0,1,447,14320.45,0
12472.0,31,339,6572.11,0
12473.0,28,166,2965.15,0
12474.0,16,424,7375.79,0
12475.0,53,36,723.38,0
12476.0,15,233,6816.42,0
12477.0,22,293,11184.94,0
12478.0,3,36,680.99,0
12479.0,10,31,527.2,0
12480.0,27,153,2964.83,0
12481.0,22,217,5596.32,0
12483.0,16,75,2484.98,0
12484.0,32,346,4541.72,0
12488.0,9,55,1298.66,0
12489.0,335,15,334.93,1
12490.0,4,245,5417.93,0
12491.0,38,26,460.40000000000003,0
12492.0,62,20,263.21000000000004,0
12493.0,165,22,433.74,1
12494.0,15,77,1246.1000000000001,0
12497.0,81,14,1043.1,0
12498.0,20,23,403.70000000000005,0
12500.0,22,59,3328.54,0
12501.0,336,149,2169.39,1
12502.0,95,147,3723.87,0
12504.0,17,9,482.04999999999995,0
12506.0,232,23,73.5,1
12507.0,133,20,1096.01,0
12508.0,25,67,397.49,0
12509.0,283,7,176.5,1
12510.0,142,33,982.5699999999999,1
12512.0,65,34,138.03,0
12513.0,112,35,612.29,0
12514.0,266,51,1017.68,1
12515.0,352,16,383.7,1
12516.0,77,26,1312.06,0
12517.0,27,284,2502.84,0
12518.0,0,124,2056.89,0
12519.0,63,18,340.84,0
12520.0,78,152,2634.26,0
12521.0,142,38,599.68,1
12522.0,38,12,192.72,0
12523.0,18,106,1789.77,0
12524.0,8,144,4485.72,0
12526.0,0,71,1316.66,0
12527.0,81,18,348.71000000000004,0
12528.0,8,92,1933.48,0
12530.0,59,66,1662.28,0
12531.0,14,17,125.22,0
12532.0,29,16,349.83000000000004,0
12534.0,130,63,1089.18,0
12535.0,91,34,716.35,0
12536.0,58,259,4279.71,0
12538.0,28,21,363.95,0
12539.0,21,273,5568.35,0
12540.0,19,476,12952.24,0
12541.0,29,52,981.18,0
12544.0,35,19,372.7,0
12545.0,74,50,1000.39,0
12546.0,46,69,1161.5,0
12547.0,197,8,207.79999999999998,1
12548.0,165,5,95.19999999999999,1
12550.0,78,57,964.83,0
12551.0,357,10,168.0,1
12552.0,38,20,437.82,0
12553.0,7,191,3692.28,0
12556.0,49,119,603.03,0
12557.0,157,18,1691.34,1
12558.0,7,11,269.96,0
12559.0,310,21,561.71,1
12560.0,4,105,2134.01,0
12561.0,302,16,238.85,1
12562.0,7,168,3781.7400000000002,0
12564.0,260,21,456.9,1
12565.0,288,9,145.92,1
12566.0,85,19,351.65,0
12567.0,22,446,9401.28,0
12569.0,1,188,4124.69,0
12571.0,39,34,519.61,0
12572.0,8,60,1020.42,0
12573.0,226,26,159.70000000000002,1
12574.0,315,11,218.45,1
12576.0,35,88,1315.83,0
12577.0,34,141,655.92,0
12578.0,20,114,2794.51,0
12579.0,77,29,440.42,0
12580.0,246,24,415.7,1
12581.0,39,15,197.71,0
12582.0,238,22,511.36,1
12583.0,2,247,7281.38,0
12584.0,3,96,2338.15,0
12585.0,233,87,2040.1,1
12586.0,16,11,196.94000000000003,0
12587.0,7,4,144.0,0
12588.0,38,10,214.89999999999998,0
12589.0,28,35,646.68,0
12590.0,210,53,5569.0599999999995,1
12591.0,316,26,452.84999999999997,1
12592.0,91,18,437.6,0
12593.0,108,21,418.09999999999997,0
12594.0,37,118,3338.2200000000003,0
12596.0,50,27,618.27,0
12597.0,18,204,3307.22,0
12598.0,9,132,3023.08,0
12599.0,28,62,1032.58,0
12600.0,28,63,2361.44,0
12601.0,189,28,577.0600000000001,1
12602.0,58,12,153.12,0
12603.0,21,1,126.0,0
12604.0,78,16,254.18,0
12607.0,59,101,1579.51,0
12609.0,77,60,1126.85,0
12610.0,22,106,2099.54,0
12611.0,51,65,1193.32,0
12612.0,73,19,704.0400000000001,0
12613.0,56,153,3344.38,0
12614.0,277,20,315.6,1
12615.0,1,105,2291.19,0
12616.0,94,32,713.3,0
12617.0,28,42,355.53,0
12618.0,21,11,177.31,0
12619.0,15,89,3251.56,0
12620.0,14,92,1339.41,0
12621.0,1,459,11727.07,0
12622.0,231,11,180.1,1
12623.0,275,18,305.1,1
12624.0,105,38,641.13,0
12625.0,211,86,2683.82,1
12626.0,22,294,6620.48,0
12627.0,10,230,4478.53,0
12628.0,3,41,786.46,0
12630.0,9,64,1270.88,0
12631.0,56,31,640.5,0
12633.0,58,99,1737.78,0
12635.0,89,101,1689.18,0
12637.0,66,385,6019.8,0
12638.0,32,39,671.69,0
12639.0,238,22,486.1,1
12640.0,23,53,1174.58,0
12641.0,114,10,185.9,0
12642.0,24,47,1013.26,0
12643.0,127,17,1004.04,0
12644.0,129,31,477.91,0
12645.0,33,73,1775.18,0
12646.0,4,45,1346.97,0
12647.0,21,121,3722.82,0
12648.0,154,21,318.05,1
12649.0,106,31,623.51,0
12650.0,2,20,314.44,0
12651.0,334,9,114.0,1
12652.0,330,48,919.98,1
12653.0,148,42,1859.45,1
12654.0,10,38,601.98,0
12656.0,16,125,3796.17,0
12657.0,10,47,1643.18,0
12658.0,18,36,686.05,0
12659.0,29,5,91.68,0
12660.0,10,13,245.1,0
12662.0,0,230,3849.78,0
12664.0,7,27,2207.8,0
12665.0,324,3,63.0,1
12667.0,57,33,620.13,0
12668.0,11,160,3519.15,0
12669.0,150,100,1607.73,1
12670.0,9,92,2996.05,0
12672.0,329,10,225.89999999999998,1
12673.0,4,42,610.52,0
12674.0,38,83,1970.6,0
12676.0,24,45,1331.39,0
12678.0,41,147,10257.18,0
12679.0,58,48,1113.02,0
12680.0,0,52,862.81,0
12681.0,14,637,13572.74,0
12682.0,3,523,11686.78,0
12683.0,3,344,8476.57,0
12684.0,7,105,2283.63,0
12685.0,27,157,2863.08,0
12686.0,371,7,89.14,1
12688.0,113,171,4873.8099999999995,0
12689.0,25,72,1247.61,0
12690.0,205,16,389.01,1
12691.0,27,32,1035.8,0
12693.0,126,39,855.91,0
12694.0,69,37,869.67,0
12695.0,6,27,582.1,0
12697.0,28,41,957.59,0
12700.0,7,268,4939.99,0
12701.0,79,53,797.71,0
12702.0,19,12,219.0,0
12703.0,70,21,283.55,0
12704.0,6,88,2340.84,0
12705.0,14,334,6868.29,0
12707.0,291,33,603.42,1
12708.0,29,157,2712.91,0
12709.0,14,204,8470.52,0
12710.0,96,77,1149.02,0
12712.0,28,133,4396.13,0
12713.0,0,38,848.55,0
12714.0,8,259,4708.86,0
12715.0,105,21,353.86,0
12716.0,3,69,1053.49,0
12717.0,150,55,1030.98,1
12718.0,70,19,238.25,0
12719.0,4,39,644.95,0
12720.0,2,354,5781.73,0
12721.0,31,161,2656.13,0
12722.0,84,53,997.63,0
12723.0,3,69,725.07,0
12724.0,4,53,1031.41,0
12725.0,370,24,427.8,1
12726.0,27,124,2609.1,0
12727.0,10,139,3980.7,0
12728.0,70,46,836.33,0
12729.0,113,26,453.01,0
12731.0,23,258,14180.31,0
12732.0,179,12,236.26000000000002,1
12733.0,233,22,383.95,1
12734.0,352,4,110.39999999999999,1
12735.0,314,43,779.5699999999999,1
12736.0,332,4,234.0,1
12738.0,371,11,155.35,1
12739.0,77,38,1013.04,0
12740.0,63,27,427.6,0
12743.0,133,131,545.46,0
12744.0,55,215,9032.99,0
12747.0,1,101,3710.0099999999998,0
12748.0,0,4411,30986.76,2
12749.0,3,199,4090.88,0
12750.0,128,15,275.88,0
12752.0,80,47,2878.78,0
12753.0,22,177,16052.95,0
12754.0,235,37,968.1099999999999,1
12755.0,280,3,17.549999999999997,1
12756.0,86,4,112.07999999999998,0
12757.0,15,366,4257.41,0
12758.0,116,97,2791.59,0
12759.0,51,95,1531.44,0
12762.0,7,69,1898.52,0
12763.0,137,18,494.08,0
12764.0,316,45,1693.88,1
12766.0,3,310,6989.63,0
12769.0,238,32,1143.6,1
12770.0,210,11,1033.45,1
12772.0,59,55,892.47,0
12775.0,16,66,1386.04,0
12778.0,19,50,822.23,0
12779.0,37,149,3981.36,0
12781.0,63,25,826.74,0
12782.0,4,103,2330.92,0
12783.0,1,82,1603.8700000000001,0
12784.0,8,59,574.42,0
12785.0,363,14,311.95,1
12787.0,9,20,463.66,0
12789.0,64,4,91.85,0
12790.0,191,21,324.92,1
12791.0,373,2,192.60000000000002,1
12792.0,256,25,400.53999999999996,1
12793.0,334,24,545.48,1
12794.0,52,45,860.41,0
12795.0,18,14,430.48,0
12797.0,365,13,254.03,1
12798.0,170,2,224.64,1
12802.0,186,25,427.58,1
12808.0,36,28,483.65000000000003,0
12809.0,177,25,489.31,1
12811.0,260,31,514.85,1
12812.0,44,15,229.64000000000001,0
12814.0,101,2,125.92,0
12815.0,147,47,1063.46,1
12816.0,95,29,572.2,0
12817.0,280,4,166.04,1
12818.0,261,11,577.28,1
12820.0,2,59,942.34,0
12821.0,213,6,92.72,1
12822.0,70,46,948.88,0
12824.0,59,25,397.12,0
12826.0,2,91,1474.72,0
12827.0,5,25,430.15000000000003,0
12828.0,2,56,1018.71,0
12829.0,336,11,293.0,1
12830.0,37,27,3138.48,0
12831.0,261,9,215.05,1
12832.0,31,27,383.03,0
12833.0,144,24,417.38,1
12834.0,282,18,312.38,1
12836.0,58,175,2612.86,0
12837.0,172,12,134.1,1
12838.0,33,122,682.71,0
12839.0,2,314,5591.42,0
12840.0,143,113,2726.77,0
12841.0,4,419,4021.93,0
12842.0,69,34,1118.99,0
12843.0,65,103,1702.26,0
12844.0,28,51,325.54,0
12845.0,266,26,145.29000000000002,1
12847.0,21,86,869.52,0
12849.0,30,51,1050.8899999999999,0
12851.0,96,42,133.26,0
12852.0,294,17,311.55,1
12853.0,134,78,1957.1000000000001,0
12854.0,78,110,1324.5,0
12855.0,372,3,38.1,1
12856.0,7,314,2179.93,0
12857.0,210,46,1106.4,1
12863.0,51,4,181.2,0
12864.0,137,3,147.12,1
12865.0,25,95,1568.23,0
12866.0,282,26,559.12,1
12867.0,25,536,4036.04,0
12868.0,185,107,1607.0600000000002,1
12871.0,83,11,380.64,0
12872.0,326,66,599.97,1
12873.0,281,4,374.0,1
12875.0,142,1,49.470000000000006,1
12876.0,57,85,2218.02,0
12877.0,3,154,1535.77,0
12878.0,235,47,854.99,1
12879.0,44,10,573.22,0
12881.0,275,7,298.0,1
12882.0,8,12,1179.84,0
12883.0,24,42,703.47,0
12884.0,87,7,309.05,0
12885.0,62,71,1175.22,0
12886.0,67,82,1378.4,0
12888.0,213,5,354.12,1
12890.0,23,80,379.66,0
12891.0,185,2,127.0,1
12893.0,30,34,188.14,0
12895.0,41,22,372.8,0
12897.0,204,4,216.5,1
12901.0,9,92,3605.16,0
12902.0,264,10,138.68,1
12904.0,17,72,509.58,0
12906.0,11,62,2559.81,0
12909.0,39,90,1888.67,0
12910.0,22,75,3075.04,0
12912.0,2,24,1662.3,0
12913.0,4,48,2075.63,0
12915.0,148,22,363.65,1
12916.0,138,107,3006.15,0
12919.0,7,50,1335.19,0
12920.0,16,28,164.23,0
12921.0,8,720,16587.09,0
12922.0,160,28,405.38,1
12923.0,63,28,176.55,0
12924.0,87,30,933.7,0
12925.0,4,45,694.05,0
12928.0,34,84,2062.7000000000003,0
12929.0,311,8,117.85,1
12930.0,77,25,415.8,0
12931.0,29,16,1383.92,0
12933.0,23,104,606.73,0
12935.0,1,129,2160.7,0
12936.0,16,61,1063.51,0
12937.0,14,120,1504.27,0
12938.0,25,9,114.14,0
12939.0,63,25,2963.76,0
12940.0,54,99,913.54,0
12942.0,130,72,682.73,0
12944.0,35,30,604.51,0
12945.0,287,23,462.95,1
12947.0,143,97,1603.99,0
12948.0,15,116,2064.95,0
12949.0,30,215,4167.22,0
12950.0,1,23,1843.0,0
12951.0,8,63,1064.07,0
12952.0,5,79,1387.79,0
12953.0,9,17,329.85,0
12955.0,0,180,4757.16,0
12956.0,305,19,108.07,1
12957.0,9,238,4017.54,0
12962.0,6,16,266.39,0
12963.0,7,95,1856.63,0
12965.0,88,109,771.91,0
12966.0,9,10,160.18,0
12967.0,357,18,1456.9,1
12968.0,111,5,135.95,0
12970.0,6,136,446.15,0
12971.0,3,302,10554.76,0
12974.0,197,8,144.8,1
12976.0,211,22,738.6,1
12977.0,155,8,38.85,1
12980.0,176,9,1212.48,1
12981.0,29,20,372.21999999999997,0
12982.0,242,28,390.54,1
12984.0,18,4,97.5,0
12985.0,0,76,1239.38,0
12987.0,73,28,558.7,0
12988.0,291,92,535.32,1
12989.0,2,52,3127.7000000000003,0
12990.0,30,13,409.5,0
12991.0,22,31,503.76,0
12993.0,22,27,414.76,0
12994.0,3,61,974.4200000000001,0
12995.0,84,3,211.32,0
12997.0,21,59,1226.89,0
12999.0,195,28,455.88,1
13000.0,106,31,534.85,0
13001.0,3,328,7225.1,0
13002.0,317,7,120.94999999999999,1
13003.0,105,6,149.05,0
13004.0,11,404,5655.91,0
13005.0,173,26,513.7,1
13006.0,55,4,81.57,0
13008.0,322,14,229.46999999999997,1
13011.0,371,3,50.550000000000004,1
13012.0,8,89,1661.8400000000001,0
13013.0,0,219,4810.9400000000005,0
13014.0,10,109,3466.2799999999997,0
13015.0,52,175,3051.28,0
13016.0,72,47,789.89,0
13018.0,15,458,7277.7,0
13021.0,3,131,2616.38,0
13023.0,63,40,689.9,0
13026.0,0,40,975.36,0
13027.0,113,13,2208.0,0
13028.0,22,45,661.3199999999999,0
13029.0,30,7,116.5,0
13030.0,10,99,799.48,0
13032.0,51,71,1010.18,0
13033.0,356,11,190.55,1
13034.0,54,37,642.77,0
13035.0,73,27,921.88,0
13037.0,137,48,881.07,0
13038.0,79,28,908.46,0
13040.0,8,43,676.99,0
13043.0,272,13,516.42,1
13044.0,290,33,560.47,1
13045.0,98,18,305.28000000000003,0
13046.0,30,35,629.31,0
13047.0,31,172,3237.54,0
13048.0,13,136,1835.91,0
13049.0,63,14,656.6800000000001,0
13050.0,14,403,5836.86,0
13052.0,211,18,348.15000000000003,1
13055.0,77,76,1214.41,0
13058.0,24,8,271.40000000000003,0
13059.0,249,8,183.4,1
13060.0,253,15,307.53,1
13061.0,71,10,248.61,0
13062.0,190,11,346.98,1
13064.0,12,68,1119.07,0
13065.0,372,14,205.86,1
13066.0,23,48,470.8,0
13067.0,81,15,115.46000000000001,0
13068.0,9,2,344.0,0
13069.0,0,421,4190.13,0
13070.0,191,9,228.8,1
13072.0,266,7,177.15,1
13075.0,129,22,919.61,0
13077.0,0,106,727.16,0
13078.0,2,354,11710.34,0
13079.0,3,6,220.10000000000002,0
13080.0,178,6,58.08,1
13081.0,11,1022,27922.38,0
13082.0,125,70,2062.63,0
13083.0,3,18,303.75,0
13085.0,157,22,416.08000000000004,1
13089.0,2,1800,53551.99,3
13090.0,8,142,4977.06,0
13091.0,27,21,345.82,0
13092.0,70,25,477.83,0
13093.0,275,155,6897.47,1
13094.0,20,24,1927.3200000000002,0
13095.0,70,6,74.39999999999999,0
13097.0,32,423,6010.42,0
13098.0,0,560,25215.72,0
13101.0,233,8,101.19,1
13102.0,0,303,6166.33,0
13103.0,39,8,243.94,0
13104.0,2,20,1098.48,0
13106.0,132,1,76.5,0
13107.0,43,58,1531.6200000000001,0
13108.0,372,10,350.06,1
13109.0,59,47,786.54,0
13110.0,30,143,1487.8300000000002,0
13113.0,0,182,6766.36,0
13115.0,11,120,2294.78,0
13116.0,137,30,501.14,0
13117.0,21,76,984.91,0
13118.0,19,79,1197.81,0
13120.0,238,1,30.599999999999998,1
13121.0,268,50,283.73,1
13122.0,93,55,922.39,0
13124.0,89,235,3866.33,0
13126.0,4,140,2099.64,0
13127.0,77,15,259.17,0
13130.0,93,2,64.0,0
13131.0,22,44,1073.3,0
13132.0,261,3,77.3,1
13133.0,273,7,109.8,1
13134.0,85,98,1793.58,0
13136.0,55,127,2607.61,0
13137.0,10,692,3645.91,0
13138.0,21,63,962.39,0
13139.0,15,170,5064.94,0
13140.0,107,46,423.72,0
13141.0,84,135,2388.75,0
13142.0,18,23,307.09,0
13144.0,332,3,110.95,1
13145.0,39,5,323.52000000000004,0
13146.0,25,17,228.91,0
13147.0,42,2,237.60000000000002,0
13148.0,28,316,3705.89,0
13149.0,13,86,1676.06,0
13151.0,295,74,1257.8700000000001,1
13153.0,5,15,486.22,0
13155.0,32,84,971.34,0
13157.0,48,87,1741.22,0
13158.0,94,79,1201.06,0
13159.0,8,121,1437.85,0
13160.0,21,4,91.8,0
13161.0,312,8,112.75,1
13162.0,121,79,1688.29,0
13165.0,45,42,1021.48,0
13166.0,282,41,417.2,1
13167.0,18,63,790.49,0
13168.0,35,131,1319.19,0
13169.0,63,13,712.88,0
13170.0,26,32,116.00999999999999,0
13171.0,21,46,468.41,0
13173.0,3,42,353.23,0
13174.0,15,312,2816.19,0
13176.0,45,72,492.84,0
13177.0,64,17,282.45,0
13178.0,25,265,5725.47,0
13182.0,44,11,121.18,0
13183.0,7,94,3957.78,0
13184.0,14,181,1701.29,0
13185.0,267,1,71.4,1
13186.0,39,79,1575.89,0
13187.0,336,37,236.02,1
13188.0,10,2,114.60000000000001,0
13189.0,18,29,260.68,0
13192.0,94,63,911.94,0
13193.0,60,29,117.88,0
13194.0,135,3,60.7,0
13196.0,10,110,1797.78,0
13198.0,9,226,3401.2400000000002,0
13199.0,3,110,7354.96,0
13200.0,18,46,870.09,0
13203.0,9,57,869.46,0
13207.0,14,8,250.26000000000002,0
13208.0,58,148,1223.51,0
13209.0,29,321,5891.61,0
13210.0,93,22,353.48,0
13211.0,9,54,789.42,0
13212.0,19,139,786.91,0
13213.0,56,90,1520.58,0
13216.0,267,5,333.74,1
13217.0,121,3,294.94,0
13218.0,126,5,62.63999999999999,0
13220.0,77,21,819.2900000000001,0
13221.0,239,66,847.41,1
13223.0,199,5,163.20000000000002,1
13224.0,59,108,2155.95,0
13225.0,2,22,3151.52,0
13226.0,272,16,108.21000000000001,1
13227.0,201,9,257.7,1
13228.0,80,2,358.0,0
13229.0,225,10,160.95,1
13230.0,3,602,2803.45,0
13232.0,12,206,1357.21,0
13233.0,73,43,605.12,0
13235.0,211,58,1031.07,1
13236.0,24,36,744.85,0
13238.0,16,31,700.73,0
13239.0,261,21,329.56,1
13240.0,95,67,663.65,0
13242.0,111,13,270.40000000000003,0
13243.0,202,58,600.07,1
13244.0,92,27,121.74000000000001,0
13245.0,50,16,430.5,0
13246.0,17,141,1987.3,0
13247.0,17,25,501.12,0
13248.0,124,26,465.68,0
13249.0,91,23,711.41,0
13253.0,156,36,1030.4,1
13255.0,8,13,399.51,0
13258.0,11,38,698.58,0
13259.0,61,85,291.72,0
13260.0,60,7,338.62,0
13261.0,268,9,944.1,1
13262.0,262,11,200.29,1
13263.0,0,1653,7444.59,0
13265.0,52,90,1875.66,0
13266.0,10,187,3834.2599999999998,0
13267.0,2,211,4521.49,0
13268.0,17,439,3214.31,0
13269.0,0,316,5346.2300000000005,0
13271.0,36,73,208.74,0
13272.0,30,15,276.56,0
13273.0,112,16,138.98,0
13276.0,63,30,590.9300000000001,0
13277.0,15,8,258.4,0
13278.0,40,46,542.73,0
13279.0,77,9,137.75,0
13280.0,121,85,814.86,0
13282.0,17,37,1132.14,0
13283.0,59,7,93.66,0
13284.0,330,13,201.19,1
13285.0,22,187,2709.12,0
13291.0,155,41,360.69,1
13292.0,38,31,578.9399999999999,0
13294.0,189,54,873.74,1
13295.0,359,10,201.20000000000002,1
13296.0,136,5,87.4,1
13297.0,7,59,2089.85,0
13298.0,0,1,90.0,0
13299.0,267,5,142.5,1
13300.0,168,20,371.89,1
13301.0,103,80,617.61,0
13302.0,154,1,63.75,1
13304.0,350,21,300.42,1
13305.0,3,81,2000.86,0
13307.0,119,1,15.0,0
13308.0,22,54,1385.51,0
13309.0,6,107,1456.79,0
13310.0,27,72,1132.03,0
13311.0,3,26,598.57,0
13313.0,21,78,1555.32,0
13314.0,1,62,775.94,0
13316.0,36,81,4709.12,0
13317.0,65,124,2273.68,0
13318.0,0,20,640.76,0
13319.0,4,476,10845.550000000001,0
13320.0,77,106,1548.7,0
13321.0,71,10,335.36,0
13322.0,16,25,199.48000000000002,0
13323.0,2,20,583.85,0
13324.0,35,69,5625.61,0
13325.0,81,12,675.3,0
13327.0,38,108,3627.77,0
13328.0,315,16,1042.08,1
13329.0,31,17,789.0,0
13330.0,92,53,1140.93,0
13332.0,13,21,350.9,0
13334.0,81,268,3536.82,0
13336.0,76,51,795.12,0
13338.0,157,19,487.02,1
13339.0,200,54,860.12,1
13340.0,44,128,9234.56,0
13341.0,260,42,775.85,1
13343.0,177,19,353.43,1
13344.0,67,118,2253.7200000000003,0
13345.0,287,20,389.5,1
13347.0,69,8,341.36,0
13348.0,63,14,233.76,0
13349.0,10,16,247.32,0
13350.0,15,40,979.12,0
13351.0,65,16,373.94,0
13352.0,59,24,397.97999999999996,0
13354.0,70,51,743.53,0
13355.0,121,32,674.7,0
13356.0,79,42,768.24,0
13357.0,256,90,609.95,1
13358.0,268,29,439.03,1
13359.0,63,23,439.56,0
13362.0,8,166,3090.7400000000002,0
13363.0,17,60,992.5,0
13364.0,70,10,134.95999999999998,0
13365.0,33,128,2225.37,0
13366.0,49,1,56.160000000000004,0
13368.0,256,29,623.4,1
13369.0,365,14,308.28000000000003,1
13370.0,371,39,754.87,1
13372.0,89,23,378.64,0
13373.0,60,158,3312.25,0
13375.0,88,37,778.65,0
13376.0,98,53,1019.76,0
13379.0,25,95,571.78,0
13381.0,31,172,3639.31,0
13382.0,280,15,222.99,1
13384.0,30,151,3919.93,0
13385.0,329,35,534.57,1
13388.0,130,35,677.1,0
13389.0,10,51,797.96,0
13390.0,74,13,544.08,0
13391.0,203,1,59.8,1
13394.0,1,155,2520.02,0
13395.0,184,21,307.72,1
13396.0,28,43,1360.99,0
13397.0,72,38,1544.13,0
13398.0,191,26,457.34,1
13402.0,126,39,621.23,0
13403.0,17,3,75.0,0
13404.0,0,11,252.49,0
13405.0,73,26,572.45,0
13408.0,1,471,26726.35,0
13410.0,23,28,1003.06,0
13411.0,106,18,213.55,0
13414.0,133,22,568.5,0
13416.0,43,19,712.5,0
13417.0,4,28,640.83,0
13418.0,11,303,5877.43,0
13419.0,63,16,221.06,0
13420.0,149,8,159.85,1
13421.0,39,102,1850.24,0
13422.0,63,127,2626.3,0
13425.0,107,78,1624.21,0
13426.0,0,157,3641.32,0
13427.0,18,29,582.6,0
13428.0,9,66,215.3,0
13429.0,10,67,1006.8,0
13430.0,18,49,679.45,0
13431.0,66,46,1269.1,0
13434.0,73,10,534.24,0
13435.0,4,101,3809.8900000000003,0
13436.0,1,12,196.89,0
13437.0,13,167,3408.06,0
13439.0,254,53,283.29,1
13441.0,91,13,296.64,0
13447.0,22,59,1129.14,0
13448.0,16,195,3539.37,0
13449.0,23,19,291.88,0
13450.0,26,71,2043.7199999999998,0
13451.0,25,440,2974.95,0
13453.0,165,17,356.97999999999996,1
13455.0,24,46,1058.34,0
13456.0,17,61,1351.72,0
13458.0,6,382,9646.57,0
13460.0,28,17,183.44,0
13461.0,38,27,1445.0,0
13462.0,252,9,151.5,1
13464.0,57,41,674.68,0
13466.0,183,17,307.9,1
13467.0,10,99,1083.71,0
13468.0,1,302,5704.97,0
13470.0,98,10,165.0,0
13471.0,0,258,2530.8,0
13473.0,60,21,422.64,0
13474.0,235,63,229.17,1
13475.0,190,86,1431.78,1
13476.0,178,58,1238.47,1
13477.0,37,79,1454.58,0
13479.0,200,15,300.95,1
13481.0,45,109,1804.56,0
13482.0,231,11,184.64,1
13483.0,65,10,140.34,0
13484.0,240,8,313.8,1
13485.0,232,23,454.24,1
13486.0,77,69,1122.41,0
13487.0,57,34,575.4,0
13488.0,16,421,8729.51,0
13489.0,104,14,449.52,0
13491.0,51,86,1215.82,0
13492.0,135,50,1269.84,0
13493.0,274,8,618.63,1
13494.0,311,18,316.26000000000005,1
13495.0,7,48,2044.8700000000001,0
13496.0,10,35,653.33,0
13497.0,282,19,348.05,1
13499.0,17,42,1159.11,0
13500.0,22,65,1166.77,0
13501.0,287,52,1340.32,1
13502.0,16,18,292.0,0
13503.0,70,17,216.85,0
13504.0,63,22,295.93,0
13505.0,72,214,4073.63,0
13506.0,315,26,458.52,1
13507.0,2,162,2479.16,0
13508.0,243,12,110.97,1
13509.0,8,44,979.72,0
13510.0,0,115,1791.56,0
13512.0,260,15,251.21,1
13513.0,126,10,205.1,0
13514.0,73,4,152.20000000000002,0
13515.0,72,59,891.12,0
13516.0,20,44,1389.41,0
13517.0,59,141,2128.42,0
13518.0,85,38,659.4399999999999,0
13519.0,77,8,122.75,0
13520.0,58,93,3624.35,0
13521.0,0,411,1085.1200000000001,0
13522.0,29,5,125.80000000000001,0
13523.0,32,172,3964.88,0
